,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
81270,56425,2019-10-17,1,Tênis Linho,1,294,294
81271,56425,2019-10-17,1,Cinto Xadrez,1,215,215
81275,56429,2019-10-17,1,Terno Linho,2,750,1500
81299,56443,2019-10-17,1,Bermuda Xadrez,1,155,155
81300,56443,2019-10-17,1,Sunga Xadrez,2,116,232
81301,56443,2019-10-17,1,Camisa Gola V Liso,5,118,590
81360,56481,2019-10-17,1,Camisa,2,100,200
81361,56481,2019-10-17,1,Camisa Gola V Liso,2,118,236
81362,56481,2019-10-17,1,Casaco,2,250,500
81441,56531,2019-10-17,1,Gorro Estampa,3,93,279
81462,56548,2019-10-17,1,Cinto Linho,4,248,992
81463,56548,2019-10-17,1,Bermuda Liso,3,157,471
81464,56548,2019-10-17,1,Short Xadrez,1,100,100
81482,56563,2019-10-17,1,Sunga Estampa,3,120,360
81492,56570,2019-10-17,1,Terno Linho,2,750,1500
81493,56570,2019-10-17,1,Mochila Estampa,1,277,277
