,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
16934,11655,2019-03-03,1,Chinelo,1,60,60
16935,11655,2019-03-03,1,Camisa Gola V,2,100,200
16936,11655,2019-03-03,1,Bermuda Listrado,1,163,163
16951,11669,2019-03-03,1,Polo,1,130,130
17014,11705,2019-03-03,1,Pulseira,3,70,210
17015,11705,2019-03-03,1,Calça Liso,1,190,190
17054,11731,2019-03-03,1,Relógio Linho,3,240,720
17055,11731,2019-03-03,1,Gorro,1,80,80
17056,11731,2019-03-03,1,Camiseta Linho,1,223,223
17078,11751,2019-03-03,1,Relógio Estampa,2,219,438
17079,11751,2019-03-03,1,Gorro Estampa,2,93,186
17108,11769,2019-03-03,1,Bermuda Liso,2,157,314
17153,11803,2019-03-03,1,Chinelo Xadrez,3,66,198
17154,11803,2019-03-03,1,Camiseta Xadrez,2,200,400
