,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
80409,55804,2019-10-14,1,Tênis Xadrez,2,259,518
80410,55804,2019-10-14,1,Polo Liso,2,137,274
80411,55804,2019-10-14,1,Meia Liso,3,38,114
80428,55819,2019-10-14,1,Casaco Listrado,5,269,1345
80429,55819,2019-10-14,1,Short,2,90,180
80453,55841,2019-10-14,1,Meia,3,30,90
80454,55841,2019-10-14,1,Camisa Gola V Estampa,2,118,236
80455,55841,2019-10-14,1,Sapato,2,350,700
80456,55841,2019-10-14,1,Meia Listrado,1,37,37
80482,55861,2019-10-14,1,Camisa Gola V Xadrez,3,107,321
80483,55861,2019-10-14,1,Terno,3,700,2100
80533,55899,2019-10-14,1,Casaco,4,250,1000
80559,55922,2019-10-14,1,Cinto Linho,2,248,496
80560,55922,2019-10-14,1,Sapato Listrado,2,363,726
80566,55924,2019-10-14,1,Casaco,1,250,250
80607,55950,2019-10-14,1,Cinto Xadrez,1,215,215
80608,55950,2019-10-14,1,Tênis Xadrez,1,259,259
80617,55957,2019-10-14,1,Camiseta Estampa,4,196,784
80640,55978,2019-10-14,1,Calça Linho,1,211,211
80646,55984,2019-10-14,1,Cinto,4,200,800
80647,55984,2019-10-14,1,Camisa Gola V Estampa,3,118,354
