,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
17505,12045,2019-03-05,1,Relógio Liso,3,216,648
17506,12045,2019-03-05,1,Polo Estampa,1,138,138
17507,12046,2019-03-05,1,Meia,5,30,150
17536,12065,2019-03-05,1,Bermuda Linho,2,195,390
17537,12065,2019-03-05,1,Casaco,1,250,250
17538,12065,2019-03-05,1,Polo Listrado,3,149,447
17547,12072,2019-03-05,1,Chinelo Linho,1,105,105
17596,12102,2019-03-05,1,Sapato Estampa,2,358,716
17597,12102,2019-03-05,1,Short Liso,3,108,324
17646,12136,2019-03-05,1,Tênis Linho,4,294,1176
17672,12155,2019-03-05,1,Casaco Xadrez,2,259,518
17700,12183,2019-03-05,1,Chinelo Xadrez,2,66,132
17764,12231,2019-03-05,1,Sunga Xadrez,1,116,116
17765,12231,2019-03-05,1,Sunga,2,100,200
