,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
27172,18726,2019-04-08,1,Sunga Xadrez,1,116,116
27177,18731,2019-04-08,1,Bermuda Listrado,2,163,326
27178,18733,2019-04-08,1,Casaco Linho,1,299,299
27215,18762,2019-04-08,1,Relógio Xadrez,5,214,1070
27216,18762,2019-04-08,1,Polo Linho,5,176,880
27217,18762,2019-04-08,1,Sapato Linho,3,391,1173
27239,18780,2019-04-08,1,Camiseta Liso,1,187,187
27240,18780,2019-04-08,1,Relógio Listrado,2,218,436
27285,18810,2019-04-08,1,Cinto,2,200,400
27321,18835,2019-04-08,1,Meia Linho,1,78,78
27322,18835,2019-04-08,1,Gorro Linho,3,124,372
27348,18853,2019-04-08,1,Camiseta Estampa,3,196,588
27349,18853,2019-04-08,1,Cueca Liso,4,69,276
