,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
87431,60543,2019-11-08,1,Sunga Liso,1,114,114
87432,60543,2019-11-08,1,Sapato Linho,1,391,391
87433,60543,2019-11-08,1,Short,2,90,180
87444,60550,2019-11-08,1,Camiseta,4,180,720
87503,60595,2019-11-08,1,Gorro,1,80,80
87508,60598,2019-11-08,1,Meia,5,30,150
87549,60621,2019-11-08,1,Cinto Estampa,2,209,418
87579,60640,2019-11-08,1,Tênis,1,250,250
87580,60640,2019-11-08,1,Bermuda Estampa,3,169,507
87588,60644,2019-11-08,1,Cueca Estampa,2,66,132
87589,60644,2019-11-08,1,Calça Listrado,1,181,181
87615,60662,2019-11-08,1,Camisa Gola V Xadrez,1,107,107
87616,60662,2019-11-08,1,Casaco Listrado,1,269,269
87617,60662,2019-11-08,1,Calça Xadrez,3,185,555
