,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
82349,57125,2019-10-21,8,Mochila Liso,2,276,552
82390,57153,2019-10-21,8,Camiseta Liso,2,187,374
82391,57153,2019-10-21,8,Meia,2,30,60
82392,57153,2019-10-21,8,Cueca Linho,1,93,93
82393,57153,2019-10-21,8,Casaco Xadrez,1,259,259
82394,57153,2019-10-21,8,Pulseira,1,70,70
82431,57173,2019-10-21,8,Mochila,3,270,810
82432,57173,2019-10-21,8,Meia Estampa,3,50,150
82507,57222,2019-10-21,8,Camiseta Listrado,2,197,394
82588,57282,2019-10-21,8,Camisa Gola V,2,100,200
82589,57282,2019-10-21,8,Camiseta Listrado,2,197,394
82590,57282,2019-10-21,8,Chinelo Estampa,5,74,370
82591,57282,2019-10-21,8,Camiseta Linho,3,223,669
