,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
44601,30736,2019-06-09,8,Relógio Xadrez,1,214,214
44602,30736,2019-06-09,8,Camisa Linho,3,141,423
44610,30744,2019-06-09,8,Cinto Listrado,1,214,214
44611,30744,2019-06-09,8,Cinto Estampa,4,209,836
44612,30744,2019-06-09,8,Calça Listrado,2,181,362
44656,30777,2019-06-09,8,Cinto Estampa,3,209,627
44657,30777,2019-06-09,8,Bermuda Linho,1,195,195
44659,30780,2019-06-09,8,Relógio,2,200,400
44683,30800,2019-06-09,8,Camiseta Estampa,2,196,392
44796,30879,2019-06-09,8,Sunga,1,100,100
44797,30879,2019-06-09,8,Mochila Liso,2,276,552
