,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
47395,32664,2019-06-19,8,Calça Linho,1,211,211
47396,32664,2019-06-19,8,Sunga,1,100,100
47405,32677,2019-06-19,8,Meia Listrado,3,37,111
47406,32677,2019-06-19,8,Short Estampa,1,96,96
47407,32677,2019-06-19,8,Meia Xadrez,3,41,123
47408,32677,2019-06-19,8,Casaco Liso,3,255,765
47435,32704,2019-06-19,8,Camisa Gola V Xadrez,1,107,107
47436,32704,2019-06-19,8,Tênis,1,250,250
47545,32795,2019-06-19,8,Short Linho,1,133,133
47546,32795,2019-06-19,8,Meia Liso,1,38,38
47567,32814,2019-06-19,8,Casaco Xadrez,2,259,518
47578,32821,2019-06-19,8,Cinto Liso,1,209,209
47589,32830,2019-06-19,8,Sapato Xadrez,1,368,368
47654,32883,2019-06-19,8,Cueca,1,50,50
