,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
9354,6411,2019-02-04,8,Terno,2,700,1400
9356,6415,2019-02-04,8,Relógio Liso,2,216,432
9357,6415,2019-02-04,8,Meia Estampa,2,50,100
9358,6415,2019-02-04,8,Gorro Xadrez,1,85,85
9359,6415,2019-02-04,8,Terno Liso,3,720,2160
9360,6415,2019-02-04,8,Bermuda Xadrez,3,155,465
9361,6415,2019-02-04,8,Mochila Linho,4,311,1244
9415,6453,2019-02-04,8,Meia Liso,5,38,190
9429,6463,2019-02-04,8,Bermuda Listrado,1,163,163
9430,6463,2019-02-04,8,Casaco Liso,2,255,510
9448,6478,2019-02-04,8,Sunga,1,100,100
9449,6478,2019-02-04,8,Relógio Estampa,1,219,219
9523,6523,2019-02-04,8,Camisa Gola V Liso,1,118,118
9538,6539,2019-02-04,8,Sapato Liso,4,368,1472
9557,6552,2019-02-04,8,Calça Xadrez,3,185,555
9558,6552,2019-02-04,8,Camisa Estampa,4,113,452
9559,6552,2019-02-04,8,Camisa Linho,1,141,141
