,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
44292,30529,2019-06-08,25,Camisa Gola V,1,100,100
44301,30538,2019-06-08,25,Relógio Estampa,2,219,438
44344,30566,2019-06-08,25,Casaco Liso,2,255,510
44358,30574,2019-06-08,25,Sunga Liso,3,114,342
44359,30574,2019-06-08,25,Camiseta Linho,4,223,892
44360,30574,2019-06-08,25,Sunga,1,100,100
44361,30574,2019-06-08,25,Short Linho,2,133,266
44362,30574,2019-06-08,25,Camisa Estampa,1,113,113
44393,30601,2019-06-08,25,Camisa Listrado,1,108,108
44394,30601,2019-06-08,25,Cinto Listrado,1,214,214
44431,30618,2019-06-08,25,Cinto Linho,1,248,248
44432,30618,2019-06-08,25,Sunga Linho,4,149,596
44459,30635,2019-06-08,25,Calça Linho,5,211,1055
44461,30638,2019-06-08,25,Mochila Liso,4,276,1104
44462,30638,2019-06-08,25,Camisa Liso,5,105,525
44481,30651,2019-06-08,25,Chinelo Liso,1,71,71
44482,30651,2019-06-08,25,Sapato Listrado,4,363,1452
44483,30651,2019-06-08,25,Short Xadrez,3,100,300
44484,30651,2019-06-08,25,Casaco Listrado,3,269,807
44491,30658,2019-06-08,25,Meia Linho,1,78,78
44500,30666,2019-06-08,25,Calça Listrado,2,181,362
44539,30691,2019-06-08,25,Meia Xadrez,1,41,41
44540,30691,2019-06-08,25,Camisa Gola V Estampa,1,118,118
