,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
3671,2490,2019-01-15,25,Mochila Xadrez,1,283,283
3672,2490,2019-01-15,25,Bermuda Xadrez,2,155,310
3673,2490,2019-01-15,25,Short,3,90,270
3680,2494,2019-01-15,25,Casaco Linho,3,299,897
3681,2494,2019-01-15,25,Short Liso,3,108,324
3682,2494,2019-01-15,25,Calça Liso,4,190,760
3707,2517,2019-01-15,25,Camisa Estampa,3,113,339
3731,2538,2019-01-15,25,Gorro Linho,1,124,124
3732,2538,2019-01-15,25,Camisa Gola V Xadrez,1,107,107
3745,2546,2019-01-15,25,Short Liso,3,108,324
3746,2546,2019-01-15,25,Sunga Liso,1,114,114
3751,2551,2019-01-15,25,Bermuda Listrado,1,163,163
3752,2551,2019-01-15,25,Sunga Liso,5,114,570
3753,2551,2019-01-15,25,Sunga Estampa,2,120,240
3789,2574,2019-01-15,25,Terno Estampa,1,706,706
3790,2578,2019-01-15,25,Sapato Listrado,5,363,1815
3834,2609,2019-01-15,25,Sapato Estampa,3,358,1074
3837,2611,2019-01-15,25,Sapato Xadrez,1,368,368
3909,2662,2019-01-15,25,Meia Liso,4,38,152
3919,2673,2019-01-15,25,Mochila Liso,3,276,828
