,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
80121,55594,2019-10-13,25,Camisa Estampa,2,113,226
80142,55611,2019-10-13,25,Camiseta Estampa,2,196,392
80143,55611,2019-10-13,25,Casaco Linho,1,299,299
80163,55629,2019-10-13,25,Camiseta Estampa,1,196,196
80164,55629,2019-10-13,25,Cueca Liso,3,69,207
80165,55629,2019-10-13,25,Gorro Liso,1,92,92
80166,55629,2019-10-13,25,Terno Listrado,1,709,709
80197,55654,2019-10-13,25,Terno Estampa,3,706,2118
80279,55706,2019-10-13,25,Short Estampa,1,96,96
80280,55706,2019-10-13,25,Mochila Xadrez,1,283,283
80286,55709,2019-10-13,25,Sunga Estampa,2,120,240
80287,55709,2019-10-13,25,Sapato Estampa,5,358,1790
80306,55731,2019-10-13,25,Polo,1,130,130
80307,55731,2019-10-13,25,Cinto Liso,1,209,209
80360,55768,2019-10-13,25,Mochila Estampa,1,277,277
80361,55768,2019-10-13,25,Cueca Xadrez,2,60,120
80362,55768,2019-10-13,25,Chinelo Liso,2,71,142
80363,55768,2019-10-13,25,Short Linho,1,133,133
80370,55773,2019-10-13,25,Terno Listrado,1,709,709
