,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
62954,43542,2019-08-13,25,Sapato Listrado,2,363,726
62981,43560,2019-08-13,25,Casaco Listrado,4,269,1076
62982,43560,2019-08-13,25,Terno Xadrez,1,709,709
62997,43569,2019-08-13,25,Camisa Gola V Linho,2,145,290
63116,43644,2019-08-13,25,Bermuda Xadrez,2,155,310
63117,43644,2019-08-13,25,Bermuda,1,150,150
63118,43644,2019-08-13,25,Polo Xadrez,2,142,284
63126,43650,2019-08-13,25,Calça Xadrez,1,185,185
63127,43650,2019-08-13,25,Calça Linho,1,211,211
63128,43650,2019-08-13,25,Camisa Estampa,2,113,226
63150,43667,2019-08-13,25,Pulseira Xadrez,2,87,174
