,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
82095,56955,2019-10-20,25,Mochila Liso,3,276,828
82096,56955,2019-10-20,25,Casaco Listrado,1,269,269
82097,56955,2019-10-20,25,Short Liso,3,108,324
82098,56955,2019-10-20,25,Bermuda Listrado,1,163,163
82154,56989,2019-10-20,25,Sunga Liso,2,114,228
82155,56989,2019-10-20,25,Polo,1,130,130
82157,56993,2019-10-20,25,Cinto Xadrez,1,215,215
82242,57052,2019-10-20,25,Meia Estampa,2,50,100
82271,57077,2019-10-20,25,Relógio Xadrez,4,214,856
82291,57091,2019-10-20,25,Sunga,5,100,500
82324,57109,2019-10-20,25,Polo Xadrez,4,142,568
82325,57109,2019-10-20,25,Sapato Listrado,1,363,363
82329,57113,2019-10-20,25,Cueca Listrado,1,67,67
82330,57113,2019-10-20,25,Sunga Listrado,3,114,342
