,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
18391,12659,2019-03-08,25,Sunga Estampa,2,120,240
18392,12659,2019-03-08,25,Camiseta Xadrez,2,200,400
18393,12659,2019-03-08,25,Cinto Listrado,3,214,642
18394,12659,2019-03-08,25,Pulseira Xadrez,1,87,87
18395,12659,2019-03-08,25,Sapato Listrado,1,363,363
18396,12659,2019-03-08,25,Tênis Estampa,3,256,768
18460,12704,2019-03-08,25,Camisa Gola V Liso,1,118,118
18461,12704,2019-03-08,25,Cueca Estampa,2,66,132
18462,12704,2019-03-08,25,Cinto Liso,3,209,627
18463,12706,2019-03-08,25,Sunga Xadrez,2,116,232
18486,12723,2019-03-08,25,Meia Estampa,1,50,50
18554,12776,2019-03-08,25,Camisa Xadrez,1,105,105
18559,12779,2019-03-08,25,Relógio Linho,4,240,960
18560,12779,2019-03-08,25,Relógio Liso,1,216,216
18600,12805,2019-03-08,25,Gorro Listrado,3,97,291
18603,12807,2019-03-08,25,Bermuda Estampa,1,169,169
