,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
31887,21935,2019-04-25,25,Polo Linho,1,176,176
31888,21935,2019-04-25,25,Camiseta,1,180,180
31889,21935,2019-04-25,25,Polo Liso,1,137,137
31914,21950,2019-04-25,25,Casaco Estampa,2,256,512
31950,21981,2019-04-25,25,Chinelo Listrado,1,73,73
31965,21993,2019-04-25,25,Polo Listrado,1,149,149
31966,21993,2019-04-25,25,Meia,1,30,30
31967,21993,2019-04-25,25,Sunga Listrado,3,114,342
32000,22017,2019-04-25,25,Casaco Estampa,2,256,512
32077,22070,2019-04-25,25,Bermuda Liso,1,157,157
32102,22088,2019-04-25,25,Meia,4,30,120
32103,22088,2019-04-25,25,Sapato Estampa,2,358,716
