,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
29358,20225,2019-04-16,25,Camiseta Listrado,2,197,394
29359,20225,2019-04-16,25,Camisa Estampa,2,113,226
29360,20225,2019-04-16,25,Camisa Gola V Listrado,2,116,232
29361,20225,2019-04-16,25,Polo Estampa,5,138,690
29362,20225,2019-04-16,25,Sunga Liso,1,114,114
29378,20231,2019-04-16,25,Cueca Xadrez,4,60,240
29389,20238,2019-04-16,25,Bermuda Listrado,4,163,652
29390,20238,2019-04-16,25,Bermuda Liso,1,157,157
29394,20242,2019-04-16,25,Casaco Linho,5,299,1495
29395,20242,2019-04-16,25,Short Listrado,1,102,102
29475,20309,2019-04-16,25,Calça Linho,5,211,1055
29476,20309,2019-04-16,25,Pulseira Estampa,1,87,87
29527,20339,2019-04-16,25,Sapato Listrado,2,363,726
