,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
79288,55039,2019-10-10,9,Tênis Linho,2,294,588
79310,55054,2019-10-10,9,Camiseta Listrado,1,197,197
79357,55077,2019-10-10,9,Camisa Gola V,2,100,200
79365,55086,2019-10-10,9,Polo Estampa,5,138,690
79366,55086,2019-10-10,9,Camisa Xadrez,3,105,315
79367,55086,2019-10-10,9,Tênis,2,250,500
79376,55094,2019-10-10,9,Short Liso,2,108,216
79384,55102,2019-10-10,9,Chinelo Xadrez,1,66,66
79385,55102,2019-10-10,9,Chinelo Liso,4,71,284
79428,55131,2019-10-10,9,Camisa Gola V,3,100,300
79465,55157,2019-10-10,9,Pulseira Estampa,1,87,87
79483,55168,2019-10-10,9,Camisa Linho,1,141,141
