,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
52180,36057,2019-07-06,9,Casaco,2,250,500
52219,36084,2019-07-06,9,Camiseta Linho,2,223,446
52225,36089,2019-07-06,9,Terno,3,700,2100
52226,36089,2019-07-06,9,Sapato,2,350,700
52227,36089,2019-07-06,9,Camiseta Linho,3,223,669
52228,36089,2019-07-06,9,Camiseta Listrado,3,197,591
52265,36117,2019-07-06,9,Mochila Xadrez,3,283,849
52266,36117,2019-07-06,9,Calça Xadrez,5,185,925
52267,36117,2019-07-06,9,Camisa Gola V Xadrez,2,107,214
52348,36174,2019-07-06,9,Meia Estampa,1,50,50
52349,36174,2019-07-06,9,Pulseira Xadrez,2,87,174
52350,36174,2019-07-06,9,Sunga Xadrez,1,116,116
52351,36174,2019-07-06,9,Polo Linho,1,176,176
52405,36211,2019-07-06,9,Bermuda Liso,2,157,314
