,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
93635,64829,2019-11-30,9,Cinto Liso,1,209,209
93727,64898,2019-11-30,9,Mochila Xadrez,5,283,1415
93728,64898,2019-11-30,9,Sunga Estampa,2,120,240
93784,64932,2019-11-30,9,Cueca Liso,2,69,138
93815,64951,2019-11-30,9,Pulseira Xadrez,1,87,87
93816,64951,2019-11-30,9,Calça Liso,1,190,190
93818,64953,2019-11-30,9,Camisa Gola V,1,100,100
93819,64953,2019-11-30,9,Terno Liso,3,720,2160
93820,64953,2019-11-30,9,Bermuda Estampa,3,169,507
93883,64995,2019-11-30,9,Relógio Xadrez,2,214,428
93884,64995,2019-11-30,9,Camisa Estampa,4,113,452
93885,64995,2019-11-30,9,Polo,4,130,520
93889,64998,2019-11-30,9,Camisa Xadrez,1,105,105
93890,64998,2019-11-30,9,Camiseta Liso,1,187,187
93891,64998,2019-11-30,9,Cueca Estampa,1,66,66
93895,65001,2019-11-30,9,Calça Xadrez,4,185,740
