,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
96508,66765,2019-12-10,9,Camisa Liso,1,105,105
96526,66780,2019-12-10,9,Short Liso,3,108,324
96527,66780,2019-12-10,9,Pulseira Liso,3,87,261
96545,66795,2019-12-10,9,Sapato Liso,1,368,368
96546,66795,2019-12-10,9,Short Estampa,2,96,192
96573,66822,2019-12-10,9,Cinto Listrado,1,214,214
96639,66860,2019-12-10,9,Cueca Xadrez,1,60,60
96640,66860,2019-12-10,9,Bermuda,1,150,150
96641,66860,2019-12-10,9,Meia Estampa,3,50,150
96727,66937,2019-12-10,9,Tênis Listrado,3,262,786
96728,66937,2019-12-10,9,Chinelo Linho,2,105,210
