,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
11864,8202,2019-02-13,9,Cinto Listrado,1,214,214
11865,8202,2019-02-13,9,Relógio Liso,2,216,432
11895,8222,2019-02-13,9,Tênis Xadrez,1,259,259
11896,8222,2019-02-13,9,Bermuda Linho,5,195,975
11912,8235,2019-02-13,9,Bermuda Xadrez,2,155,310
11919,8240,2019-02-13,9,Mochila Listrado,5,275,1375
11927,8248,2019-02-13,9,Calça Xadrez,2,185,370
11928,8248,2019-02-13,9,Bermuda Estampa,5,169,845
11929,8248,2019-02-13,9,Cinto,5,200,1000
11931,8252,2019-02-13,9,Cueca Xadrez,1,60,60
11963,8269,2019-02-13,9,Bermuda Estampa,1,169,169
12061,8332,2019-02-13,9,Relógio Listrado,1,218,218
12062,8332,2019-02-13,9,Sapato Listrado,1,363,363
