,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
91699,63492,2019-11-23,17,Mochila Xadrez,3,283,849
91700,63492,2019-11-23,17,Camisa Listrado,2,108,216
91703,63496,2019-11-23,17,Short Linho,3,133,399
91704,63496,2019-11-23,17,Relógio,1,200,200
91705,63496,2019-11-23,17,Tênis Estampa,2,256,512
91736,63519,2019-11-23,17,Gorro Linho,5,124,620
91737,63519,2019-11-23,17,Tênis Estampa,2,256,512
91738,63519,2019-11-23,17,Cinto Linho,1,248,248
91777,63544,2019-11-23,17,Tênis Linho,1,294,294
91778,63544,2019-11-23,17,Chinelo Linho,4,105,420
91820,63568,2019-11-23,17,Cueca,1,50,50
91908,63633,2019-11-23,17,Mochila Xadrez,5,283,1415
91932,63648,2019-11-23,17,Calça Linho,2,211,422
91933,63648,2019-11-23,17,Pulseira Listrado,1,79,79
