,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
42315,29117,2019-06-01,17,Gorro Estampa,5,93,465
42345,29138,2019-06-01,17,Polo Linho,3,176,528
42396,29174,2019-06-01,17,Sapato,1,350,350
42397,29174,2019-06-01,17,Bermuda Listrado,1,163,163
42398,29174,2019-06-01,17,Pulseira,1,70,70
42415,29187,2019-06-01,17,Camisa Liso,2,105,210
42416,29187,2019-06-01,17,Cueca,1,50,50
42423,29194,2019-06-01,17,Short Xadrez,2,100,200
42467,29232,2019-06-01,17,Meia Linho,2,78,156
42515,29268,2019-06-01,17,Meia Liso,3,38,114
42571,29306,2019-06-01,17,Relógio Linho,1,240,240
