,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
38428,26496,2019-05-18,17,Gorro Xadrez,2,85,170
38429,26496,2019-05-18,17,Terno Listrado,2,709,1418
38430,26496,2019-05-18,17,Relógio Estampa,4,219,876
38438,26499,2019-05-18,17,Sapato Xadrez,1,368,368
38439,26499,2019-05-18,17,Camisa Xadrez,4,105,420
38440,26499,2019-05-18,17,Cueca Linho,5,93,465
38441,26499,2019-05-18,17,Camiseta Estampa,3,196,588
38442,26499,2019-05-18,17,Short Estampa,3,96,288
38459,26511,2019-05-18,17,Terno Estampa,2,706,1412
38460,26511,2019-05-18,17,Cinto Linho,3,248,744
38546,26574,2019-05-18,17,Sunga,2,100,200
38547,26574,2019-05-18,17,Camisa,1,100,100
38581,26597,2019-05-18,17,Cinto Linho,2,248,496
38582,26597,2019-05-18,17,Gorro Xadrez,2,85,170
38583,26599,2019-05-18,17,Camisa Gola V Estampa,3,118,354
38630,26628,2019-05-18,17,Camisa Gola V,1,100,100
38631,26628,2019-05-18,17,Meia Listrado,3,37,111
38632,26628,2019-05-18,17,Mochila Estampa,1,277,277
