,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
35843,24753,2019-05-09,17,Sunga Liso,1,114,114
35844,24753,2019-05-09,17,Camiseta Linho,1,223,223
35912,24811,2019-05-09,17,Sunga Liso,1,114,114
35923,24819,2019-05-09,17,Short Linho,4,133,532
35932,24826,2019-05-09,17,Tênis Listrado,1,262,262
35933,24826,2019-05-09,17,Mochila Xadrez,1,283,283
35934,24826,2019-05-09,17,Terno Listrado,1,709,709
35991,24871,2019-05-09,17,Terno Listrado,2,709,1418
36028,24902,2019-05-09,17,Tênis Liso,2,266,532
36051,24919,2019-05-09,17,Bermuda Liso,2,157,314
36052,24919,2019-05-09,17,Casaco,3,250,750
36053,24919,2019-05-09,17,Short Xadrez,1,100,100
36054,24919,2019-05-09,17,Cueca Estampa,1,66,66
