,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
69739,48307,2019-09-06,17,Terno Xadrez,5,709,3545
69740,48307,2019-09-06,17,Polo Linho,1,176,176
69741,48309,2019-09-06,17,Terno Listrado,5,709,3545
69742,48309,2019-09-06,17,Polo Liso,1,137,137
69809,48361,2019-09-06,17,Chinelo Xadrez,1,66,66
69810,48361,2019-09-06,17,Bermuda Liso,3,157,471
69811,48361,2019-09-06,17,Pulseira Listrado,1,79,79
69828,48374,2019-09-06,17,Sapato Linho,2,391,782
69900,48430,2019-09-06,17,Relógio,3,200,600
69901,48430,2019-09-06,17,Camisa Gola V Estampa,3,118,354
