,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
56183,38843,2019-07-20,17,Tênis,1,250,250
56184,38843,2019-07-20,17,Pulseira Linho,5,114,570
56185,38843,2019-07-20,17,Camiseta Estampa,5,196,980
56186,38843,2019-07-20,17,Calça Xadrez,1,185,185
56189,38846,2019-07-20,17,Camisa Gola V Linho,3,145,435
56277,38907,2019-07-20,17,Camisa Gola V Xadrez,1,107,107
56323,38935,2019-07-20,17,Calça Listrado,1,181,181
56324,38935,2019-07-20,17,Sunga Listrado,2,114,228
56325,38935,2019-07-20,17,Casaco Linho,1,299,299
56351,38961,2019-07-20,17,Cinto Linho,2,248,496
56352,38961,2019-07-20,17,Cueca Liso,4,69,276
