,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
55850,38610,2019-07-19,18,Sunga Estampa,2,120,240
55868,38621,2019-07-19,18,Camiseta,1,180,180
55884,38633,2019-07-19,18,Terno Xadrez,1,709,709
55885,38633,2019-07-19,18,Camisa Gola V Estampa,2,118,236
55945,38673,2019-07-19,18,Gorro Xadrez,1,85,85
55961,38688,2019-07-19,18,Casaco Linho,1,299,299
56038,38743,2019-07-19,18,Camisa Gola V Xadrez,1,107,107
56039,38743,2019-07-19,18,Short Xadrez,1,100,100
56041,38745,2019-07-19,18,Meia Linho,1,78,78
56042,38745,2019-07-19,18,Cinto Estampa,2,209,418
56043,38745,2019-07-19,18,Sunga Linho,1,149,149
56044,38745,2019-07-19,18,Camisa Gola V Estampa,1,118,118
56080,38772,2019-07-19,18,Gorro Listrado,3,97,291
56097,38783,2019-07-19,18,Pulseira Listrado,1,79,79
56098,38783,2019-07-19,18,Cinto Xadrez,4,215,860
