,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
45976,31671,2019-06-14,18,Relógio Estampa,2,219,438
46002,31692,2019-06-14,18,Camiseta Liso,2,187,374
46003,31692,2019-06-14,18,Terno Xadrez,1,709,709
46043,31718,2019-06-14,18,Gorro Liso,3,92,276
46044,31718,2019-06-14,18,Sunga Xadrez,2,116,232
46129,31777,2019-06-14,18,Camisa Listrado,3,108,324
46130,31777,2019-06-14,18,Camisa Liso,3,105,315
46131,31777,2019-06-14,18,Polo Listrado,3,149,447
46169,31812,2019-06-14,18,Pulseira Listrado,3,79,237
46174,31816,2019-06-14,18,Calça Xadrez,4,185,740
46212,31836,2019-06-14,18,Cinto Linho,4,248,992
46213,31836,2019-06-14,18,Gorro Linho,1,124,124
46228,31845,2019-06-14,18,Short,1,90,90
