,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
32433,22324,2019-04-27,18,Casaco Listrado,2,269,538
32434,22324,2019-04-27,18,Polo,2,130,260
32435,22324,2019-04-27,18,Casaco Linho,1,299,299
32436,22324,2019-04-27,18,Cueca Liso,2,69,138
32437,22324,2019-04-27,18,Meia Liso,4,38,152
32461,22346,2019-04-27,18,Tênis Estampa,2,256,512
32462,22346,2019-04-27,18,Meia Listrado,5,37,185
32463,22346,2019-04-27,18,Bermuda Liso,3,157,471
32506,22374,2019-04-27,18,Camisa,2,100,200
32545,22394,2019-04-27,18,Relógio Estampa,2,219,438
32588,22417,2019-04-27,18,Gorro Xadrez,1,85,85
32589,22417,2019-04-27,18,Short Listrado,2,102,204
32590,22417,2019-04-27,18,Cinto Listrado,4,214,856
32601,22423,2019-04-27,18,Casaco Listrado,3,269,807
32602,22423,2019-04-27,18,Chinelo Listrado,2,73,146
32603,22423,2019-04-27,18,Tênis Estampa,1,256,256
32616,22434,2019-04-27,18,Calça,2,170,340
32644,22455,2019-04-27,18,Cinto Estampa,1,209,209
