,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
38360,26451,2019-05-18,18,Camisa Gola V,1,100,100
38461,26512,2019-05-18,18,Casaco,3,250,750
38462,26512,2019-05-18,18,Tênis Xadrez,3,259,777
38485,26531,2019-05-18,18,Calça Listrado,3,181,543
38486,26531,2019-05-18,18,Mochila Estampa,1,277,277
38487,26531,2019-05-18,18,Camisa,1,100,100
38516,26556,2019-05-18,18,Bermuda Xadrez,2,155,310
38523,26561,2019-05-18,18,Chinelo Liso,3,71,213
38599,26608,2019-05-18,18,Gorro Listrado,1,97,97
38600,26608,2019-05-18,18,Sapato Liso,2,368,736
38601,26608,2019-05-18,18,Camiseta Listrado,1,197,197
