,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
80956,56223,2019-10-16,18,Polo Listrado,2,149,298
80983,56238,2019-10-16,18,Cueca Estampa,3,66,198
81008,56257,2019-10-16,18,Camiseta Estampa,1,196,196
81009,56257,2019-10-16,18,Calça Listrado,1,181,181
81010,56257,2019-10-16,18,Calça,2,170,340
81038,56278,2019-10-16,18,Cinto,1,200,200
81040,56280,2019-10-16,18,Pulseira Linho,5,114,570
81041,56280,2019-10-16,18,Bermuda Liso,1,157,157
81042,56280,2019-10-16,18,Relógio Linho,3,240,720
81043,56280,2019-10-16,18,Terno Estampa,2,706,1412
81095,56309,2019-10-16,18,Mochila Estampa,1,277,277
81096,56309,2019-10-16,18,Sapato Estampa,2,358,716
81097,56309,2019-10-16,18,Cueca Linho,3,93,279
81098,56309,2019-10-16,18,Cinto Listrado,3,214,642
