,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
3709,2520,2019-01-15,18,Relógio Linho,2,240,480
3710,2520,2019-01-15,18,Chinelo Listrado,1,73,73
3807,2590,2019-01-15,18,Tênis Linho,4,294,1176
3813,2596,2019-01-15,18,Bermuda Linho,1,195,195
3817,2600,2019-01-15,18,Short Xadrez,1,100,100
3818,2600,2019-01-15,18,Sunga Estampa,1,120,120
3851,2622,2019-01-15,18,Polo Linho,1,176,176
3852,2622,2019-01-15,18,Meia Xadrez,2,41,82
3854,2624,2019-01-15,18,Casaco,4,250,1000
3855,2624,2019-01-15,18,Camisa Estampa,3,113,339
3910,2664,2019-01-15,18,Camisa Gola V Linho,1,145,145
3911,2664,2019-01-15,18,Mochila Listrado,4,275,1100
