,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
69102,47843,2019-09-04,18,Tênis Estampa,1,256,256
69103,47843,2019-09-04,18,Bermuda Liso,1,157,157
69149,47872,2019-09-04,18,Gorro Xadrez,1,85,85
69159,47879,2019-09-04,18,Gorro Listrado,3,97,291
69160,47879,2019-09-04,18,Relógio Linho,3,240,720
69279,47970,2019-09-04,18,Relógio Liso,1,216,216
69327,48002,2019-09-04,18,Cueca Estampa,1,66,66
69328,48002,2019-09-04,18,Camiseta Listrado,1,197,197
69329,48002,2019-09-04,18,Meia Listrado,1,37,37
69330,48003,2019-09-04,18,Bermuda,2,150,300
