,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
40639,28003,2019-05-26,4,Gorro Xadrez,3,85,255
40658,28013,2019-05-26,4,Polo Liso,1,137,137
40673,28030,2019-05-26,4,Short Listrado,1,102,102
40770,28083,2019-05-26,4,Bermuda Linho,2,195,390
40802,28108,2019-05-26,4,Sapato Linho,4,391,1564
40803,28108,2019-05-26,4,Mochila Estampa,1,277,277
40811,28114,2019-05-26,4,Casaco Estampa,1,256,256
40842,28140,2019-05-26,4,Sunga,3,100,300
40843,28140,2019-05-26,4,Relógio Listrado,1,218,218
40844,28140,2019-05-26,4,Cueca Linho,2,93,186
