,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
864,576,2019-01-05,4,Calça Linho,1,211,211
876,586,2019-01-05,4,Pulseira Xadrez,2,87,174
877,586,2019-01-05,4,Sunga Linho,1,149,149
927,619,2019-01-05,4,Camisa Gola V Linho,1,145,145
970,649,2019-01-05,4,Casaco Xadrez,2,259,518
971,649,2019-01-05,4,Terno Listrado,4,709,2836
1093,726,2019-01-05,4,Sapato Listrado,1,363,363
1094,726,2019-01-05,4,Meia,1,30,30
1112,738,2019-01-05,4,Relógio,4,200,800
1113,738,2019-01-05,4,Sapato Listrado,4,363,1452
1114,738,2019-01-05,4,Calça Estampa,2,177,354
1115,738,2019-01-05,4,Camisa Gola V Linho,5,145,725
