,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
62633,43315,2019-08-12,4,Polo Liso,1,137,137
62655,43334,2019-08-12,4,Casaco Listrado,3,269,807
62665,43339,2019-08-12,4,Meia Listrado,5,37,185
62666,43339,2019-08-12,4,Relógio Linho,1,240,240
62706,43370,2019-08-12,4,Camisa Linho,1,141,141
62712,43374,2019-08-12,4,Sunga Estampa,2,120,240
62760,43407,2019-08-12,4,Gorro Xadrez,2,85,170
62795,43431,2019-08-12,4,Sapato Estampa,1,358,358
62796,43431,2019-08-12,4,Calça Listrado,1,181,181
62797,43431,2019-08-12,4,Meia Liso,1,38,38
