,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
82116,56972,2019-10-20,4,Calça Liso,1,190,190
82117,56972,2019-10-20,4,Camisa Listrado,2,108,216
82118,56972,2019-10-20,4,Chinelo Linho,1,105,105
82119,56972,2019-10-20,4,Bermuda Listrado,3,163,489
82183,57013,2019-10-20,4,Meia Xadrez,1,41,41
82226,57045,2019-10-20,4,Relógio Listrado,1,218,218
82240,57051,2019-10-20,4,Camisa Xadrez,2,105,210
82241,57051,2019-10-20,4,Sapato Xadrez,3,368,1104
82292,57093,2019-10-20,4,Pulseira Liso,4,87,348
82293,57093,2019-10-20,4,Chinelo Listrado,2,73,146
82294,57093,2019-10-20,4,Short,1,90,90
82295,57093,2019-10-20,4,Chinelo Xadrez,1,66,66
82298,57096,2019-10-20,4,Terno Estampa,2,706,1412
82346,57123,2019-10-20,4,Meia Xadrez,1,41,41
82347,57123,2019-10-20,4,Gorro Linho,1,124,124
