,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
57272,39576,2019-07-24,4,Chinelo,3,60,180
57320,39605,2019-07-24,4,Mochila Liso,1,276,276
57321,39605,2019-07-24,4,Polo Xadrez,3,142,426
57342,39616,2019-07-24,4,Short Listrado,2,102,204
57357,39628,2019-07-24,4,Sunga Liso,2,114,228
57405,39661,2019-07-24,4,Casaco,2,250,500
57442,39687,2019-07-24,4,Casaco Xadrez,2,259,518
57443,39687,2019-07-24,4,Polo Linho,3,176,528
57444,39687,2019-07-24,4,Camisa,1,100,100
57482,39716,2019-07-24,4,Polo,1,130,130
57483,39716,2019-07-24,4,Polo Estampa,2,138,276
57493,39724,2019-07-24,4,Relógio Linho,3,240,720
57494,39724,2019-07-24,4,Short Xadrez,1,100,100
57495,39724,2019-07-24,4,Tênis Liso,3,266,798
57505,39734,2019-07-24,4,Camisa Gola V Linho,2,145,290
