,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
98166,68011,2019-12-16,4,Terno Liso,1,720,720
98167,68011,2019-12-16,4,Cueca Listrado,2,67,134
98189,68031,2019-12-16,4,Short,1,90,90
98190,68032,2019-12-16,4,Pulseira Listrado,4,79,316
98191,68032,2019-12-16,4,Gorro Linho,3,124,372
98208,68046,2019-12-16,4,Mochila Estampa,5,277,1385
98296,68117,2019-12-16,4,Casaco Listrado,3,269,807
98297,68117,2019-12-16,4,Camisa Xadrez,2,105,210
98298,68117,2019-12-16,4,Short Listrado,2,102,204
98310,68129,2019-12-16,4,Short Linho,3,133,399
98311,68129,2019-12-16,4,Meia,1,30,30
98312,68129,2019-12-16,4,Terno Listrado,5,709,3545
98313,68129,2019-12-16,4,Camiseta,4,180,720
98316,68133,2019-12-16,4,Chinelo,3,60,180
