,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
13548,9284,2019-02-19,4,Camiseta Xadrez,3,200,600
13549,9284,2019-02-19,4,Bermuda,2,150,300
13602,9318,2019-02-19,4,Tênis Linho,2,294,588
13617,9327,2019-02-19,4,Sunga Estampa,1,120,120
13618,9327,2019-02-19,4,Casaco Linho,2,299,598
13629,9335,2019-02-19,4,Cinto Xadrez,1,215,215
13664,9363,2019-02-19,4,Relógio Listrado,1,218,218
13665,9363,2019-02-19,4,Relógio Estampa,2,219,438
13666,9363,2019-02-19,4,Meia Linho,2,78,156
13667,9363,2019-02-19,4,Camisa Listrado,4,108,432
