,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
33845,23326,2019-05-02,4,Meia Linho,3,78,234
33851,23332,2019-05-02,4,Bermuda Listrado,3,163,489
33852,23332,2019-05-02,4,Gorro Xadrez,1,85,85
33877,23351,2019-05-02,4,Tênis Liso,2,266,532
33880,23353,2019-05-02,4,Chinelo Liso,1,71,71
33881,23353,2019-05-02,4,Chinelo Listrado,1,73,73
33882,23353,2019-05-02,4,Short Estampa,2,96,192
33896,23370,2019-05-02,4,Relógio Listrado,2,218,436
33915,23386,2019-05-02,4,Calça Xadrez,2,185,370
33916,23386,2019-05-02,4,Cueca Listrado,1,67,67
33940,23410,2019-05-02,4,Mochila Linho,2,311,622
34013,23465,2019-05-02,4,Short Xadrez,2,100,200
34030,23481,2019-05-02,4,Camisa Xadrez,5,105,525
34049,23489,2019-05-02,4,Calça Xadrez,1,185,185
34079,23514,2019-05-02,4,Terno Liso,1,720,720
34080,23514,2019-05-02,4,Cueca Estampa,5,66,330
34081,23514,2019-05-02,4,Camisa Gola V Estampa,1,118,118
34082,23514,2019-05-02,4,Short Xadrez,4,100,400
34122,23536,2019-05-02,4,Camiseta,2,180,360
34123,23536,2019-05-02,4,Camiseta Xadrez,2,200,400
