,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
28204,19474,2019-04-12,23,Relógio Liso,1,216,216
28224,19495,2019-04-12,23,Terno Xadrez,1,709,709
28225,19495,2019-04-12,23,Bermuda Listrado,1,163,163
28226,19495,2019-04-12,23,Relógio Listrado,3,218,654
28255,19514,2019-04-12,23,Calça Xadrez,2,185,370
28256,19514,2019-04-12,23,Short Xadrez,1,100,100
28261,19518,2019-04-12,23,Camisa Gola V Linho,1,145,145
28262,19518,2019-04-12,23,Pulseira,2,70,140
28266,19520,2019-04-12,23,Casaco Listrado,1,269,269
28267,19520,2019-04-12,23,Cueca Estampa,1,66,66
28324,19564,2019-04-12,23,Pulseira Xadrez,4,87,348
28358,19588,2019-04-12,23,Meia Xadrez,2,41,82
28359,19588,2019-04-12,23,Meia Estampa,2,50,100
