,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
32744,22530,2019-04-28,23,Camisa Gola V,1,100,100
32748,22534,2019-04-28,23,Chinelo Listrado,2,73,146
32749,22534,2019-04-28,23,Terno Estampa,2,706,1412
32757,22538,2019-04-28,23,Mochila Xadrez,1,283,283
32768,22546,2019-04-28,23,Polo Linho,1,176,176
32769,22546,2019-04-28,23,Camisa Gola V Listrado,2,116,232
32863,22621,2019-04-28,23,Tênis Xadrez,3,259,777
32893,22645,2019-04-28,23,Sapato,3,350,1050
32894,22645,2019-04-28,23,Short,5,90,450
32964,22699,2019-04-28,23,Sunga,5,100,500
32965,22699,2019-04-28,23,Mochila,1,270,270
32966,22699,2019-04-28,23,Mochila,1,270,270
32977,22709,2019-04-28,23,Terno Liso,5,720,3600
32978,22709,2019-04-28,23,Camiseta Liso,1,187,187
