,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
89116,61684,2019-11-14,23,Meia,5,30,150
89127,61695,2019-11-14,23,Polo Liso,1,137,137
89128,61695,2019-11-14,23,Bermuda Linho,1,195,195
89211,61759,2019-11-14,23,Gorro Liso,5,92,460
89212,61759,2019-11-14,23,Casaco Liso,1,255,255
89287,61816,2019-11-14,23,Relógio Listrado,5,218,1090
89288,61816,2019-11-14,23,Gorro Listrado,2,97,194
89305,61832,2019-11-14,23,Sapato Linho,5,391,1955
89306,61832,2019-11-14,23,Mochila,3,270,810
89307,61832,2019-11-14,23,Gorro,3,80,240
89308,61832,2019-11-14,23,Bermuda Xadrez,2,155,310
89323,61846,2019-11-14,23,Cinto Linho,2,248,496
89324,61846,2019-11-14,23,Pulseira Liso,1,87,87
89325,61846,2019-11-14,23,Chinelo Listrado,2,73,146
89347,61857,2019-11-14,23,Cueca Linho,5,93,465
89348,61857,2019-11-14,23,Tênis Linho,1,294,294
89349,61857,2019-11-14,23,Terno Xadrez,2,709,1418
89350,61857,2019-11-14,23,Short Estampa,2,96,192
