,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
66867,46251,2019-08-27,23,Calça Listrado,1,181,181
66898,46271,2019-08-27,23,Pulseira Xadrez,1,87,87
66944,46307,2019-08-27,23,Cinto,1,200,200
66945,46307,2019-08-27,23,Bermuda,2,150,300
66950,46314,2019-08-27,23,Meia Linho,3,78,234
67020,46366,2019-08-27,23,Camisa Estampa,1,113,113
67021,46366,2019-08-27,23,Polo Listrado,4,149,596
67022,46366,2019-08-27,23,Bermuda,3,150,450
67023,46366,2019-08-27,23,Relógio Linho,5,240,1200
67075,46406,2019-08-27,23,Pulseira Estampa,1,87,87
67076,46406,2019-08-27,23,Cinto,3,200,600
