,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
33848,23330,2019-05-02,23,Relógio Listrado,2,218,436
33857,23338,2019-05-02,23,Camiseta Liso,2,187,374
33858,23338,2019-05-02,23,Relógio Listrado,2,218,436
33887,23359,2019-05-02,23,Mochila Xadrez,2,283,566
33888,23359,2019-05-02,23,Cueca Linho,1,93,93
33894,23367,2019-05-02,23,Mochila Xadrez,3,283,849
33991,23454,2019-05-02,23,Tênis Estampa,2,256,512
33996,23457,2019-05-02,23,Polo Liso,1,137,137
33997,23457,2019-05-02,23,Relógio Listrado,1,218,218
33998,23457,2019-05-02,23,Pulseira Liso,2,87,174
33999,23457,2019-05-02,23,Gorro Liso,1,92,92
34097,23526,2019-05-02,23,Short Listrado,1,102,102
34098,23526,2019-05-02,23,Camiseta Xadrez,1,200,200
34099,23526,2019-05-02,23,Cinto Estampa,5,209,1045
