,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
74493,51645,2019-09-23,23,Camiseta Estampa,3,196,588
74494,51646,2019-09-23,23,Mochila Liso,1,276,276
74495,51646,2019-09-23,23,Cueca Liso,1,69,69
74526,51665,2019-09-23,23,Polo Liso,3,137,411
74527,51665,2019-09-23,23,Relógio Estampa,1,219,219
74544,51675,2019-09-23,23,Camisa Xadrez,3,105,315
74545,51675,2019-09-23,23,Polo,2,130,260
74587,51705,2019-09-23,23,Short Linho,4,133,532
74588,51705,2019-09-23,23,Meia Liso,2,38,76
74589,51705,2019-09-23,23,Calça Xadrez,1,185,185
74590,51705,2019-09-23,23,Sapato Listrado,2,363,726
74591,51705,2019-09-23,23,Short Xadrez,4,100,400
74618,51725,2019-09-23,23,Calça Estampa,1,177,177
74619,51725,2019-09-23,23,Terno Estampa,3,706,2118
74644,51741,2019-09-23,23,Short,2,90,180
74670,51759,2019-09-23,23,Mochila Listrado,4,275,1100
74676,51765,2019-09-23,23,Tênis,3,250,750
74684,51771,2019-09-23,23,Camiseta Xadrez,2,200,400
74685,51771,2019-09-23,23,Tênis Estampa,1,256,256
74686,51771,2019-09-23,23,Polo Listrado,2,149,298
74729,51805,2019-09-23,23,Casaco Liso,4,255,1020
