,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
79544,55211,2019-10-11,23,Chinelo,2,60,120
79545,55211,2019-10-11,23,Sunga Estampa,1,120,120
79551,55214,2019-10-11,23,Camiseta Linho,4,223,892
79552,55214,2019-10-11,23,Bermuda Linho,1,195,195
79553,55214,2019-10-11,23,Camisa Gola V,1,100,100
79575,55231,2019-10-11,23,Camisa Listrado,2,108,216
79576,55231,2019-10-11,23,Polo Liso,1,137,137
79591,55239,2019-10-11,23,Mochila Xadrez,1,283,283
79685,55309,2019-10-11,23,Sapato Listrado,2,363,726
79686,55309,2019-10-11,23,Terno Liso,5,720,3600
79687,55309,2019-10-11,23,Camisa Estampa,5,113,565
79688,55309,2019-10-11,23,Relógio Xadrez,2,214,428
79689,55309,2019-10-11,23,Mochila Listrado,1,275,275
79733,55339,2019-10-11,23,Relógio Liso,1,216,216
79734,55339,2019-10-11,23,Camisa Gola V,2,100,200
79737,55342,2019-10-11,23,Tênis,1,250,250
79738,55342,2019-10-11,23,Sunga Estampa,1,120,120
79739,55342,2019-10-11,23,Sapato Linho,3,391,1173
79760,55356,2019-10-11,23,Bermuda Listrado,1,163,163
