,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
68256,47233,2019-09-01,24,Casaco Liso,2,255,510
68257,47233,2019-09-01,24,Casaco Liso,4,255,1020
68258,47233,2019-09-01,24,Cueca Linho,4,93,372
68259,47233,2019-09-01,24,Meia Linho,2,78,156
68291,47261,2019-09-01,24,Gorro Linho,2,124,248
68306,47270,2019-09-01,24,Sunga Linho,1,149,149
68307,47270,2019-09-01,24,Sunga Estampa,1,120,120
68425,47364,2019-09-01,24,Short Listrado,2,102,204
68426,47364,2019-09-01,24,Relógio Liso,2,216,432
68427,47364,2019-09-01,24,Sunga Xadrez,2,116,232
