,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
73914,51224,2019-09-21,24,Tênis Xadrez,1,259,259
73917,51227,2019-09-21,24,Calça,2,170,340
73918,51227,2019-09-21,24,Tênis Estampa,4,256,1024
73919,51227,2019-09-21,24,Casaco Xadrez,2,259,518
73979,51278,2019-09-21,24,Mochila Liso,1,276,276
73989,51286,2019-09-21,24,Relógio Listrado,3,218,654
74004,51296,2019-09-21,24,Pulseira,3,70,210
74035,51314,2019-09-21,24,Sunga Listrado,2,114,228
74038,51316,2019-09-21,24,Camisa Xadrez,2,105,210
74060,51334,2019-09-21,24,Pulseira Linho,1,114,114
