,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
40620,27991,2019-05-26,24,Camisa Gola V,1,100,100
40698,28044,2019-05-26,24,Calça Xadrez,1,185,185
40699,28044,2019-05-26,24,Sunga Liso,1,114,114
40700,28044,2019-05-26,24,Polo Linho,1,176,176
40750,28072,2019-05-26,24,Chinelo Estampa,1,74,74
40751,28072,2019-05-26,24,Gorro Linho,1,124,124
40759,28077,2019-05-26,24,Meia Estampa,3,50,150
40817,28124,2019-05-26,24,Casaco Liso,1,255,255
40818,28124,2019-05-26,24,Chinelo Liso,2,71,142
40819,28125,2019-05-26,24,Calça Listrado,1,181,181
40820,28125,2019-05-26,24,Bermuda Listrado,2,163,326
40847,28144,2019-05-26,24,Polo Estampa,1,138,138
40851,28146,2019-05-26,24,Gorro Xadrez,1,85,85
40852,28146,2019-05-26,24,Tênis Estampa,1,256,256
40853,28146,2019-05-26,24,Pulseira Linho,2,114,228
40861,28154,2019-05-26,24,Terno Liso,1,720,720
40868,28158,2019-05-26,24,Terno Liso,3,720,2160
