,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
66276,45825,2019-08-25,24,Camisa Gola V,1,100,100
66286,45834,2019-08-25,24,Short Xadrez,1,100,100
66287,45834,2019-08-25,24,Mochila,1,270,270
66310,45849,2019-08-25,24,Short Xadrez,1,100,100
66335,45865,2019-08-25,24,Terno Linho,1,750,750
66336,45865,2019-08-25,24,Sapato,2,350,700
66337,45865,2019-08-25,24,Meia Estampa,3,50,150
66368,45888,2019-08-25,24,Polo Listrado,1,149,149
66369,45888,2019-08-25,24,Cinto Linho,2,248,496
66370,45888,2019-08-25,24,Mochila Estampa,3,277,831
66417,45915,2019-08-25,24,Camisa Estampa,2,113,226
66449,45940,2019-08-25,24,Gorro Estampa,1,93,93
66520,45991,2019-08-25,24,Cinto Liso,2,209,418
66521,45991,2019-08-25,24,Calça,2,170,340
66525,45996,2019-08-25,24,Sapato Linho,5,391,1955
66526,45996,2019-08-25,24,Camisa Linho,1,141,141
