,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
16436,11294,2019-03-01,24,Meia Listrado,3,37,111
16437,11294,2019-03-01,24,Calça Liso,3,190,570
16438,11294,2019-03-01,24,Gorro Linho,3,124,372
16439,11295,2019-03-01,24,Casaco Listrado,2,269,538
16440,11295,2019-03-01,24,Bermuda Estampa,1,169,169
16454,11309,2019-03-01,24,Casaco Listrado,4,269,1076
16529,11370,2019-03-01,24,Terno Liso,1,720,720
16530,11370,2019-03-01,24,Short Xadrez,2,100,200
16531,11370,2019-03-01,24,Relógio Xadrez,2,214,428
16532,11370,2019-03-01,24,Relógio Xadrez,1,214,214
16541,11381,2019-03-01,24,Tênis Estampa,3,256,768
16542,11381,2019-03-01,24,Short Listrado,1,102,102
16602,11427,2019-03-01,24,Sapato Listrado,4,363,1452
16636,11453,2019-03-01,24,Cueca Linho,3,93,279
16637,11453,2019-03-01,24,Relógio Liso,1,216,216
