,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
39029,26908,2019-05-20,24,Gorro,5,80,400
39060,26927,2019-05-20,24,Camisa Gola V Estampa,1,118,118
39073,26939,2019-05-20,24,Cinto Listrado,1,214,214
39074,26939,2019-05-20,24,Meia Linho,4,78,312
39108,26955,2019-05-20,24,Sapato Linho,2,391,782
39109,26955,2019-05-20,24,Chinelo,1,60,60
39110,26955,2019-05-20,24,Cinto Liso,3,209,627
39116,26959,2019-05-20,24,Cinto Liso,1,209,209
39117,26959,2019-05-20,24,Gorro,1,80,80
39118,26959,2019-05-20,24,Terno Linho,3,750,2250
39157,26994,2019-05-20,24,Meia,1,30,30
