,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
64035,44264,2019-08-17,24,Sapato Xadrez,3,368,1104
64036,44264,2019-08-17,24,Casaco Liso,3,255,765
64037,44264,2019-08-17,24,Tênis Linho,2,294,588
64038,44264,2019-08-17,24,Camiseta Linho,1,223,223
64064,44284,2019-08-17,24,Bermuda,2,150,300
64065,44284,2019-08-17,24,Pulseira Linho,2,114,228
64066,44284,2019-08-17,24,Meia Estampa,1,50,50
64067,44284,2019-08-17,24,Terno,1,700,700
64068,44284,2019-08-17,24,Cueca Liso,1,69,69
64089,44306,2019-08-17,24,Gorro Listrado,5,97,485
64090,44306,2019-08-17,24,Calça Liso,1,190,190
64091,44306,2019-08-17,24,Sunga,5,100,500
64115,44327,2019-08-17,24,Short Estampa,3,96,288
64136,44347,2019-08-17,24,Meia Xadrez,1,41,41
64137,44347,2019-08-17,24,Sapato Linho,3,391,1173
64155,44361,2019-08-17,24,Mochila Estampa,2,277,554
64176,44377,2019-08-17,24,Relógio Estampa,2,219,438
64177,44377,2019-08-17,24,Chinelo Linho,1,105,105
64178,44377,2019-08-17,24,Tênis Estampa,1,256,256
64187,44384,2019-08-17,24,Relógio Listrado,1,218,218
64209,44395,2019-08-17,24,Pulseira Xadrez,2,87,174
64238,44419,2019-08-17,24,Calça Estampa,1,177,177
64239,44419,2019-08-17,24,Bermuda Estampa,4,169,676
64240,44419,2019-08-17,24,Cueca Xadrez,2,60,120
