,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
42593,29320,2019-06-02,15,Casaco Xadrez,1,259,259
42594,29320,2019-06-02,15,Sapato Xadrez,1,368,368
42604,29329,2019-06-02,15,Cueca Linho,4,93,372
42641,29356,2019-06-02,15,Meia,4,30,120
42642,29356,2019-06-02,15,Bermuda Listrado,4,163,652
42643,29356,2019-06-02,15,Polo Listrado,1,149,149
42644,29356,2019-06-02,15,Short Liso,3,108,324
42645,29356,2019-06-02,15,Chinelo Listrado,2,73,146
42726,29411,2019-06-02,15,Pulseira,1,70,70
42731,29416,2019-06-02,15,Mochila Liso,2,276,552
42762,29441,2019-06-02,15,Terno Listrado,2,709,1418
42780,29455,2019-06-02,15,Camisa Gola V,3,100,300
42781,29455,2019-06-02,15,Camisa,1,100,100
42796,29468,2019-06-02,15,Cinto Xadrez,1,215,215
42820,29490,2019-06-02,15,Cinto Listrado,2,214,428
42821,29490,2019-06-02,15,Short Liso,2,108,216
42839,29507,2019-06-02,15,Short,1,90,90
42840,29507,2019-06-02,15,Cinto Xadrez,2,215,430
