,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
92519,64050,2019-11-26,15,Pulseira Linho,1,114,114
92520,64050,2019-11-26,15,Camisa Gola V Linho,1,145,145
92521,64050,2019-11-26,15,Polo Listrado,2,149,298
92548,64069,2019-11-26,15,Polo Linho,5,176,880
92595,64107,2019-11-26,15,Tênis,1,250,250
92596,64107,2019-11-26,15,Polo Xadrez,4,142,568
92597,64107,2019-11-26,15,Cinto Linho,2,248,496
92598,64107,2019-11-26,15,Bermuda,1,150,150
92599,64107,2019-11-26,15,Meia,2,30,60
92600,64107,2019-11-26,15,Mochila Liso,4,276,1104
92601,64107,2019-11-26,15,Tênis Linho,1,294,294
92608,64113,2019-11-26,15,Camisa Gola V Xadrez,2,107,214
92616,64124,2019-11-26,15,Camiseta Estampa,2,196,392
92617,64124,2019-11-26,15,Cueca Linho,3,93,279
92618,64124,2019-11-26,15,Relógio Xadrez,5,214,1070
92624,64127,2019-11-26,15,Short Listrado,2,102,204
92640,64139,2019-11-26,15,Pulseira Linho,1,114,114
92681,64166,2019-11-26,15,Polo Liso,1,137,137
92682,64166,2019-11-26,15,Casaco Linho,2,299,598
92758,64214,2019-11-26,15,Casaco,1,250,250
92770,64222,2019-11-26,15,Bermuda Liso,3,157,471
