,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
20383,14057,2019-03-15,15,Cueca,3,50,150
20384,14057,2019-03-15,15,Casaco Liso,1,255,255
20385,14057,2019-03-15,15,Sunga,2,100,200
20426,14089,2019-03-15,15,Sapato Xadrez,5,368,1840
20427,14089,2019-03-15,15,Cinto Liso,3,209,627
20428,14089,2019-03-15,15,Chinelo Linho,4,105,420
20448,14103,2019-03-15,15,Relógio Xadrez,1,214,214
20458,14113,2019-03-15,15,Cinto,4,200,800
20459,14113,2019-03-15,15,Terno Xadrez,5,709,3545
20460,14113,2019-03-15,15,Short Listrado,1,102,102
20548,14159,2019-03-15,15,Gorro Linho,1,124,124
20549,14159,2019-03-15,15,Meia Estampa,2,50,100
20550,14159,2019-03-15,15,Gorro,1,80,80
20574,14180,2019-03-15,15,Pulseira Liso,2,87,174
20575,14180,2019-03-15,15,Chinelo Estampa,1,74,74
