,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
4887,3339,2019-01-19,15,Camisa Gola V Listrado,1,116,116
4888,3339,2019-01-19,15,Short Linho,2,133,266
4889,3339,2019-01-19,15,Gorro Liso,1,92,92
4890,3339,2019-01-19,15,Meia Estampa,2,50,100
4891,3339,2019-01-19,15,Sunga Estampa,3,120,360
4940,3380,2019-01-19,15,Mochila,2,270,540
4941,3380,2019-01-19,15,Meia Linho,2,78,156
4942,3380,2019-01-19,15,Tênis Listrado,4,262,1048
4943,3380,2019-01-19,15,Camisa Gola V,2,100,200
4983,3400,2019-01-19,15,Meia Liso,1,38,38
4984,3400,2019-01-19,15,Polo,3,130,390
5009,3421,2019-01-19,15,Chinelo Linho,2,105,210
5010,3421,2019-01-19,15,Cueca Listrado,3,67,201
5031,3432,2019-01-19,15,Chinelo Xadrez,3,66,198
5032,3432,2019-01-19,15,Bermuda Xadrez,1,155,155
5075,3464,2019-01-19,15,Gorro Linho,1,124,124
