,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
41506,28582,2019-05-29,15,Cueca,2,50,100
41543,28609,2019-05-29,15,Camisa Linho,2,141,282
41544,28609,2019-05-29,15,Camisa Gola V Liso,2,118,236
41625,28673,2019-05-29,15,Sapato Listrado,1,363,363
41626,28673,2019-05-29,15,Camisa Gola V Xadrez,2,107,214
41627,28673,2019-05-29,15,Tênis,3,250,750
41660,28694,2019-05-29,15,Short Xadrez,3,100,300
41661,28695,2019-05-29,15,Camiseta Xadrez,4,200,800
41721,28731,2019-05-29,15,Sunga Liso,3,114,342
41730,28737,2019-05-29,15,Cinto Xadrez,1,215,215
