,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
29655,20431,2019-04-17,15,Terno,1,700,700
29661,20434,2019-04-17,15,Meia Linho,1,78,78
29662,20434,2019-04-17,15,Gorro Xadrez,1,85,85
29690,20460,2019-04-17,15,Casaco Xadrez,3,259,777
29691,20460,2019-04-17,15,Casaco Listrado,5,269,1345
29692,20460,2019-04-17,15,Short Xadrez,2,100,200
29693,20460,2019-04-17,15,Chinelo Linho,5,105,525
29704,20467,2019-04-17,15,Relógio Liso,3,216,648
29705,20467,2019-04-17,15,Terno Liso,4,720,2880
29754,20493,2019-04-17,15,Short Estampa,3,96,288
29755,20493,2019-04-17,15,Tênis,1,250,250
29819,20538,2019-04-17,15,Sunga Liso,1,114,114
29873,20578,2019-04-17,15,Short Listrado,2,102,204
